step,elapsed_seconds,sensor_id,congestion
5,1500,1201767,0.0
5,1500,1201787,0.0
5,1500,1201805,0.0
5,1500,1201823,0.0
5,1500,1201839,0.0
5,1500,1201853,0.0
5,1500,1201867,0.0
5,1500,1201883,0.0
5,1500,1201899,0.0
5,1500,1201911,0.0
5,1500,1201923,0.0
5,1500,1201941,0.0
5,1500,1201959,0.0
5,1500,1201969,0.0
5,1500,1201977,0.0
5,1500,1201985,0.0
5,1500,1201987,0.0
5,1500,1201998,0.0
5,1500,1202011,0.0
5,1500,1202024,0.0
5,1500,1202040,0.0
5,1500,1202053,0.0
5,1500,1202067,0.0
5,1500,1202078,0.0
5,1500,1202093,0.0
5,1500,1202105,0.0
5,1500,1202118,0.0
5,1500,1202132,0.0
5,1500,1202146,0.0
5,1500,1202160,0.0
5,1500,1202172,0.0
5,1500,1202186,0.0
